post_index;post_address;post_coordinates;post_lat;post_lon
119002;г Москва , Арбат ул, 47/23;[55.749397, 37.59127];55.749397;37.59127
119017;г Москва , Ордынка Б. ул, 34-38;[55.736866, 37.623985];55.736866;37.623985
119019;г Москва , Никитский б-р, 5;[55.753445, 37.600193];55.753445;37.600193
119021;г Москва , Комсомольский пр-кт, 3;[55.732998, 37.593285];55.732998;37.593285
119027;г Москва , Внуковская Б. ул, 15;[55.60876, 37.311573];55.60876;37.311573
119034;г Москва , Пречистенка ул, 15;[55.742256, 37.595657];55.742256;37.595657
119048;г Москва , Усачёва ул, 29, к.9;[55.72354, 37.562004];55.72354;37.562004
119049;г Москва , Донская ул, 3;[55.726494, 37.61059];55.726494;37.61059
119071;г Москва , Ленинский пр-кт, 25;[55.71718, 37.595005];55.71718;37.595005
119072;г Москва , Серафимовича ул, 2;[55.743187, 37.614124];55.743187;37.614124
119119;г Москва , Ленинский пр-кт, 42;[55.70283, 37.566704];55.70283;37.566704
119121;г Москва , Ружейный пер, 4, стр.1;[55.743553, 37.580837];55.743553;37.580837
119134;г Москва , Большая ул, 24;[53.858555, 79.02838];53.858555;79.02838
119136;г Москва , Сетуньский 3-Й пр., 16;[55.732315, 37.532997];55.732315;37.532997
119146;г Москва , Комсомольский пр-кт, 31;[55.7247, 37.580246];55.7247;37.580246
119160;г Москва , Фрунзенская наб, 22/2;[55.728455, 37.58927];55.728455;37.58927
119180;г Москва , Полянка Б. ул, 3/9;[55.74124, 37.61684];55.74124;37.61684
119192;г Москва , Винницкая ул, 1;[55.69806, 37.49686];55.69806;37.49686
119200;г Москва , Смоленская-Сенная пл, 30, стр.2;[55.745506, 37.58324];55.745506;37.58324
119234;г Москва , Университетская пл, 1;[55.706127, 37.537766];55.706127;37.537766
119261;г Москва , Ленинский пр-кт, 72/2;[55.686047, 37.54121];55.686047;37.54121
119270;г Москва , Хамовнический Вал ул, 2;[55.716434, 37.575886];55.716434;37.575886
119285;г Москва , Мосфильмовская ул, 34;[55.719822, 37.522182];55.719822;37.522182
119296;г Москва , Ленинский пр-кт, 64/2;[55.69288, 37.552364];55.69288;37.552364
119297;г Москва , Родниковая ул, 16;[55.63519, 37.38487];55.63519;37.38487
119311;г Москва , Вернадского пр-кт, 11/19;[55.68872, 37.528976];55.68872;37.528976
119313;г Москва , Ленинский пр-кт, 93;[55.67529, 37.5281];55.67529;37.5281
119330;г Москва , Университетский пр-кт, 21, к.1;[55.714165, 37.52106];55.714165;37.52106
119331;г Москва , Крупской ул, 19/17;[55.68465, 37.524807];55.68465;37.524807
119333;г Москва , Ленинский пр-кт, 57;[55.696323, 37.56113];55.696323;37.56113
119334;г Москва , Ленинский пр-кт, 41/2;[55.70578, 37.578148];55.70578;37.578148
119361;г Москва , Очаковская Б. ул, 17;[55.68209, 37.45693];55.68209;37.45693
119415;г Москва , Удальцова ул, 14;[55.675785, 37.511444];55.675785;37.511444
119421;г Москва , Новаторов ул, 40, к.16;[55.663486, 37.51938];55.663486;37.51938
119435;г Москва , Новодевичий пр., 10;[55.7299, 37.557533];55.7299;37.557533
119454;г Москва , Коштоянца ул, 33;[55.676872, 37.488445];55.676872;37.488445
119501;г Москва , Веерная ул, 3, к.1;[55.70871, 37.479122];55.70871;37.479122
119517;г Москва , Матвеевская ул, 42, к.4;[55.706703, 37.462215];55.706703;37.462215
119526;г Москва , 26-Ти Бакинских Комиссаров ул, 8, к.2;[55.65916, 37.491325];55.65916;37.491325
119530;г Москва , Очаковское ш, 13, к.2;[55.692898, 37.454887];55.692898;37.454887
119571;г Москва , 26-Ти Бакинских Комиссаров ул, 7, к.4;[55.657368, 37.48534];55.657368;37.48534
119590;г Москва , Довженко ул, 6;[55.72255, 37.51492];55.72255;37.51492
119602;г Москва , Мичуринский Проспект.Олимпийская Деревня ул, 3;[55.676403, 37.467552];55.676403;37.467552
119606;г Москва , Вернадского пр-кт, 84;[55.665142, 37.476776];55.665142;37.476776
119607;г Москва , Мичуринский пр-кт, 47;[55.687237, 37.481915];55.687237;37.481915
119618;г Москва , Богданова ул, 6;[55.658722, 37.409588];55.658722;37.409588
119619;г Москва , Боровский пр., 14;[55.653973, 37.385746];55.653973;37.385746
119620;г Москва , Солнцевский пр-кт, 9;[55.650723, 37.400314];55.650723;37.400314
119633;г Москва , Новопеределкинская ул, 14А;[55.6419, 37.365356];55.6419;37.365356
119634;г Москва , Боровское ш, 37, к.2;[55.63954, 37.36133];55.63954;37.36133
121059;г Москва , Тараса Шевченко наб, 1;[55.74678, 37.57174];55.74678;37.57174
121069;г Москва , Поварская ул, 29/36, стр.1;[55.756588, 37.588303];55.756588;37.588303
121087;г Москва , Багратионовский пр., 1, стр.1;[55.745438, 37.511555];55.745438;37.511555
121096;г Москва , Олеко Дундича ул, 7, к.1;[55.741047, 37.49439];55.741047;37.49439
121099;г Москва , Смоленская пл, 13/21;[55.7496, 37.58225];55.7496;37.58225
121108;г Москва , Кастанаевская ул, 25, к.1;[55.73602, 37.48325];55.73602;37.48325
121151;г Москва , Кутузовский пр., 22, к.2;[55.74637, 37.548004];55.74637;37.548004
121165;г Москва , Студенческая ул, 34;[55.74051, 37.543293];55.74051;37.543293
121170;г Москва , Кутузовский пр., 43;[55.73794, 37.52814];55.73794;37.52814
121248;г Москва , Кутузовский пр., 2/1, к.1;[55.751457, 37.56549];55.751457;37.56549
121260;г Москва , Поварская ул, 15;[55.75415, 37.593445];55.75415;37.593445
121309;г Москва , Филёвская Б. ул, 13;[55.74663, 37.49258];55.74663;37.49258
121351;г Москва , Молодогвардейская ул, 30, к.1;[55.73436, 37.416786];55.73436;37.416786
121352;г Москва , Славянский б-р, 5, к.1;[55.726967, 37.471645];55.726967;37.471645
121353;г Москва , Беловежская ул, 1, к.2;[55.71494, 37.400852];55.71494;37.400852
121354;г Москва , Можайское ш, 42;[55.71843, 37.411415];55.71843;37.411415
121357;г Москва , Артамонова ул, 7;[55.719124, 37.45936];55.719124;37.45936
121359;г Москва , Академика Павлова ул, 11, к.1;[55.742847, 37.398033];55.742847;37.398033
121374;г Москва , Багрицкого ул, 1;[55.7256, 37.437347];55.7256;37.437347
121433;г Москва , Полосухина ул, 1/28;[55.736526, 37.460926];55.736526;37.460926
121467;г Москва , Истринская ул, 10, к.1;[55.73707, 37.435154];55.73707;37.435154
121471;г Москва , Можайское ш, 29;[55.718746, 37.422825];55.718746;37.422825
121500;г Москва , Новорублевская 2-Я ул, 1;[55.78515, 37.357674];55.78515;37.357674
121552;г Москва , Ярцевская ул, 29, к.3;[55.7429, 37.41853];55.7429;37.41853
121596;г Москва , Барвихинская ул, 8;[55.716858, 37.3877];55.716858;37.3877
121601;г Москва , Филёвский б-р, 39;[55.762917, 37.486153];55.762917;37.486153
121609;г Москва , Осенний б-р, 11;[55.758755, 37.40671];55.758755;37.40671
121614;г Москва , Крылатские Холмы ул, 34;[55.765083, 37.41031];55.765083;37.41031
121615;г Москва , Рублёвское ш, 16, к.1;[55.74014, 37.434597];55.74014;37.434597
123001;г Москва , Спиридоновка ул, 27/24;[55.761524, 37.59199];55.761524;37.59199
123007;г Москва , Хорошёвское ш, 11;[55.77529, 37.534492];55.77529;37.534492
123022;г Москва , Звенигородское ш, 3А;[55.76353, 37.556564];55.76353;37.556564
123056;г Москва , Грузинская Б. ул, 62;[55.7727, 37.5858];55.7727;37.5858
123060;г Москва , Маршала Конева ул, 12;[55.79599, 37.48684];55.79599;37.48684
123098;г Москва , Маршала Новикова ул, 5;[55.80167, 37.468426];55.80167;37.468426
123100;г Москва , Сергея Макеева ул, 2, стр.1;[55.75716, 37.550404];55.75716;37.550404
123103;г Москва , Живописная ул, 12, к.1;[55.78428, 37.456577];55.78428;37.456577
123104;г Москва , Бронная Б. ул, 15/8;[55.76277, 37.60072];55.76277;37.60072
123112;г Москва , Пресненская наб, 8, стр.1;[55.747135, 37.539436];55.747135;37.539436
123154;г Москва , Маршала Тухачевского ул, 32, к.2;[55.786045, 37.473278];55.786045;37.473278
123181;г Москва , Маршала Катукова ул, 11, к.2;[55.811207, 37.40431];55.811207;37.40431
123182;г Москва , Маршала Василевского ул, 15;[55.807674, 37.46496];55.807674;37.46496
123242;г Москва , Кудринская пл, 1;[55.759144, 37.58087];55.759144;37.58087
123290;г Москва , Шелепихинская наб, 16;[55.75521, 37.519444];55.75521;37.519444
123298;г Москва , Маршала Бирюзова ул, 2;[55.790546, 37.501816];55.790546;37.501816
123308;г Москва , Маршала Жукова пр-кт, 9;[55.775642, 37.49713];55.775642;37.49713
123317;г Москва , Шмитовский пр., 33;[55.754684, 37.53561];55.754684;37.53561
123376;г Москва , Заморёнова ул, 5, стр.1;[55.75916, 37.574005];55.75916;37.574005
123423;г Москва , Народного Ополчения ул, 20, к.1;[55.777107, 37.480553];55.777107;37.480553
123436;г Москва , Волоколамский 1-Й пр., 8, к.1;[55.801617, 37.492226];55.801617;37.492226
123458;г Москва , Таллинская ул, 22;[55.798885, 37.403954];55.798885;37.403954
123557;г Москва , Грузинская М. ул, 46;[55.770054, 37.572983];55.770054;37.572983
123592;г Москва , Неманский пр., 9;[55.81077, 37.39248];55.81077;37.39248
123610;г Москва , Краснопресненская наб, 12;[55.75487, 37.557224];55.75487;37.557224
124365;г Зеленоград , Зеленоград, к.1629;[55.971714, 37.15226];55.971714;37.15226
124460;г Зеленоград , 11 мкр, 1106, к.1106;[42.979733, 47.3645];42.979733;47.3645
124482;г Зеленоград , 3-Й пр., 317;[55.748375, 37.817974];55.748375;37.817974
124489;г Москва , 6-Й мкр, 601А, к.601А;[55.740875, 37.55002];55.740875;37.55002
124498;г Зеленоград , Зеленоград, 2, к.426А;[55.9497, 37.21146];55.9497;37.21146
124527;г Зеленоград , Зеленоград, к.812;[55.977528, 37.187946];55.977528;37.187946
124536;г Зеленоград , Зеленоград, к.514, стр.2;[55.998005, 37.236267];55.998005;37.236267
124575;г Зеленоград , Зеленоград, к.1006Б;[55.98434, 37.176285];55.98434;37.176285
124617;г Зеленоград , Зеленоград, к.1413;[55.98682, 37.149563];55.98682;37.149563
124681;г Зеленоград , Заводская ул, 10;[55.97659, 37.177303];55.97659;37.177303
124683;г Зеленоград , Зеленоград, к.1515;[55.98316, 37.155636];55.98316;37.155636
125008;г Москва , Михалковская ул, 2, стр.2;[55.83739, 37.538967];55.83739;37.538967
125009;г Москва , Тверская ул, 9, стр.5;[55.75958, 37.609924];55.75958;37.609924
125026;г Москва , Ленинградское ш, 8, к.2;[55.817184, 37.500286];55.817184;37.500286
125032;г Москва , Тверская ул, 13;[55.76125, 37.608074];55.76125;37.608074
125040;г Москва , Ленинградский пр-кт, 23;[55.783123, 37.56933];55.783123;37.56933
125047;г Москва , Тверская-Ямская 1-Я ул, 6;[55.77171, 37.593792];55.77171;37.593792
125057;г Москва , Ленинградский пр-кт, 69, стр.1;[55.80354, 37.517773];55.80354;37.517773
125080;г Москва , Волоколамское ш, 15/22;[55.80867, 37.49396];55.80867;37.49396
125124;г Москва , Расковой ул, 14;[55.78632, 37.572315];55.78632;37.572315
125130;г Москва , Клары Цеткин ул, 31;[55.825806, 37.512856];55.825806;37.512856
125167;г Москва , Ленинградский пр-кт, 56;[55.798843, 37.53773];55.798843;37.53773
125171;г Москва , Войковский 4-Й пр., 10;[55.82097, 37.490665];55.82097;37.490665
125183;г Москва , Лихоборские Бугры ул, 14;[55.84284, 37.547295];55.84284;37.547295
125190;г Москва , Усиевича ул, 16;[55.80674, 37.524303];55.80674;37.524303
125195;г Москва , Фестивальная ул, 39, к.1;[55.85786, 37.482285];55.85786;37.482285
125196;г Москва , Лесная ул, 8/12;[55.77794, 37.58824];55.77794;37.58824
125212;г Москва , Ленинградское ш, 56;[55.83837, 37.483166];55.83837;37.483166
125222;г Москва , Дубравная ул, 39;[55.843163, 37.357952];55.843163;37.357952
125239;г Москва , Михалковская ул, 13;[55.83903, 37.52827];55.83903;37.52827
125252;г Москва , Новопесчаная ул, 25/23;[55.797115, 37.51325];55.797115;37.51325
125284;г Москва , Беговая ул, 11;[55.779507, 37.557007];55.779507;37.557007
125310;г Москва , Пятницкое ш, 43, к.2;[55.856453, 37.34848];55.856453;37.34848
125315;г Москва , Усиевича ул, 18;[55.80731, 37.522057];55.80731;37.522057
125319;г Москва , Черняховского ул, 6;[55.804123, 37.53531];55.804123;37.53531
125362;г Москва , Свободы ул, 17;[55.831425, 37.451393];55.831425;37.451393
125363;г Москва , Сходненская ул, 44/17;[55.84561, 37.440212];55.84561;37.440212
125364;г Москва , Химкинский б-р, 1;[55.85023, 37.45122];55.85023;37.45122
125367;г Москва , Габричевского ул, 10, к.2;[55.816093, 37.461063];55.816093;37.461063
125368;г Москва , Митинский 3-Й пер, 1;[55.84886, 37.352234];55.84886;37.352234
125371;г Москва , Тушинский 2-Й пр., 10;[55.834827, 37.417534];55.834827;37.417534
125373;г Москва , Яна Райниса б-р, 22, к.1;[55.850895, 37.415356];55.850895;37.415356
125375;г Москва , Тверская ул, 7;[55.75831, 37.611645];55.75831;37.611645
125412;г Москва , Коровинское ш, 25/30;[55.877808, 37.523003];55.877808;37.523003
125413;г Москва , Солнечногорская ул, 11;[55.85965, 37.517796];55.85965;37.517796
125414;г Москва , Петрозаводская ул, 4;[55.863213, 37.504906];55.863213;37.504906
125424;г Москва , Волоколамское ш, 92, к.2;[55.82525, 37.435055];55.82525;37.435055
125430;г Москва , Митинская ул, 44, к.2;[55.848763, 37.35999];55.848763;37.35999
125438;г Москва , Онежская ул, 6;[55.844456, 37.52221];55.844456;37.52221
125445;г Москва , Валдайский пр., 8, стр.2;[55.865746, 37.468216];55.865746;37.468216
125459;г Москва , Яна Райниса б-р, 12;[55.8507, 37.425426];55.8507;37.425426
125464;г Москва , Пятницкое ш, 12, к.2;[55.840992, 37.386562];55.840992;37.386562
125466;г Москва , Куркинское ш, 17;[55.88523, 37.393677];55.88523;37.393677
125475;г Москва , Зеленоградская ул, 31, к.1;[55.87498, 37.493298];55.87498;37.493298
125476;г Москва , Василия Петушкова ул, 13;[55.838226, 37.401226];55.838226;37.401226
125480;г Москва , Героев Панфиловцев ул, 12, к.1;[55.858803, 37.429962];55.858803;37.429962
125481;г Москва , Планерная ул, 12, к.1;[55.862602, 37.43652];55.862602;37.43652
125493;г Москва , Авангардная ул, 18;[55.84812, 37.48976];55.84812;37.48976
125499;г Москва , Лавочкина ул, 4;[55.84963, 37.503815];55.84963;37.503815
125502;г Москва , Петрозаводская ул, 9, к.2;[55.8651, 37.49466];55.8651;37.49466
125565;г Москва , Ленинградское ш, 84;[55.84855, 37.475697];55.84855;37.475697
125581;г Москва , Ляпидевского ул, 14, стр.1;[55.857403, 37.495914];55.857403;37.495914
125599;г Москва , Бусиновская Горка ул, 1, к.1;[55.88027, 37.4962];55.88027;37.4962
125627;г Москва , Митинская ул, 38;[55.846836, 37.363037];55.846836;37.363037
125635;г Москва , Новая ул, 10;[55.87521, 37.5125];55.87521;37.5125
127006;г Москва , Каретный Ряд ул, 5/10, стр.2;[55.772427, 37.60911];55.772427;37.60911
127015;г Москва , Бутырская ул, 21;[55.79917, 37.58307];55.79917;37.58307
127018;г Москва , Сущёвский Вал ул, 23;[55.79298, 37.601383];55.79298;37.601383
127025;г Москва , Новый Арбат ул, 19;[55.75189, 37.588562];55.75189;37.588562
127051;г Москва , Цветной б-р, 21, стр.1;[55.772175, 37.620716];55.772175;37.620716
127055;г Москва , Новослободская ул, 49/2;[55.786507, 37.59349];55.786507;37.59349
127081;г Москва , Дежнёва пр., 34, стр.2;[55.870777, 37.6315];55.870777;37.6315
127083;г Москва , Масловка В. ул, 21;[55.795963, 37.56045];55.795963;37.56045
127092;г Москва , Абрамцевская ул, 9, к.1;[55.904102, 37.572407];55.904102;37.572407
127106;г Москва , Гостиничная ул, 9Б;[55.84614, 37.57881];55.84614;37.57881
127137;г Москва , Правды ул, 24, стр.2;[55.78938, 37.584442];55.78938;37.584442
127185;г Москва , Тимирязевская ул, 25А;[55.81467, 37.56383];55.81467;37.56383
127204;г Москва , Северная 3-Я линия, 18;[55.94043, 37.552536];55.94043;37.552536
127206;г Москва , Вучетича ул, 13;[55.810337, 37.557976];55.810337;37.557976
127214;г Москва , Полярная ул, 31В, стр.1;[55.88982, 37.633514];55.88982;37.633514
127220;г Москва , Башиловская ул, 1, к.1;[55.792896, 37.576706];55.792896;37.576706
127221;г Москва , Полярная ул, 16, к.1;[55.876553, 37.637333];55.876553;37.637333
127224;г Москва , Широкая ул, 17, к.1;[55.887985, 37.667828];55.887985;37.667828
127237;г Москва , Дубнинская ул, 12, к.3;[55.865635, 37.57061];55.865635;37.57061
127238;г Москва , Дмитровское ш, 59, к.1;[55.84529, 37.56783];55.84529;37.56783
127247;г Москва , Дмитровское ш, 103;[55.876266, 37.545666];55.876266;37.545666
127253;г Москва , Псковская ул, 6;[55.902126, 37.55219];55.902126;37.55219
127254;г Москва , Руставели ул, 8, к.2;[55.81244, 37.59108];55.81244;37.59108
127273;г Москва , Берёзовая аллея, 9, стр.2;[55.85168, 37.61286];55.85168;37.61286
127276;г Москва , Ботаническая ул, 29, к.1;[55.83383, 37.593838];55.83383;37.593838
127282;г Москва , Широкая ул, 1, к.1;[55.888443, 37.649418];55.888443;37.649418
127287;г Москва , Петровско-Разумовский пр., 24, к.4;[55.803143, 37.563705];55.803143;37.563705
127299;г Москва , Космонавта Волкова ул, 25/2;[55.8169, 37.522255];55.8169;37.522255
127322;г Москва , Яблочкова ул, 41;[55.828117, 37.578487];55.828117;37.578487
127349;г Москва , Лескова ул, 8;[55.897747, 37.59501];55.897747;37.59501
127410;г Москва , Стандартная ул, 31;[55.88201, 37.573505];55.88201;37.573505
127411;г Москва , Лобненская ул, 4;[55.89048, 37.538998];55.89048;37.538998
127422;г Москва , Тимирязевская ул, 25А;[55.81467, 37.56383];55.81467;37.56383
127427;г Москва , Академика Королева ул, 28, к.1;[55.822437, 37.59699];55.822437;37.59699
127434;г Москва , Дмитровское ш, 17, к.2;[55.820923, 37.572773];55.820923;37.572773
127473;г Москва , Делегатская ул, 11;[55.77656, 37.61448];55.77656;37.61448
127474;г Москва , Бескудниковский б-р, 12;[55.861984, 37.56347];55.861984;37.56347
127486;г Москва , Бескудниковский б-р, 55, к.1;[55.87238, 37.540066];55.87238;37.540066
127490;г Москва , Северный б-р, 12Б;[55.867405, 37.62019];55.867405;37.62019
127495;г Москва , Челобитьевское ш, 12, к.6;[55.9127, 37.547924];55.9127;37.547924
127521;г Москва , Октябрьская ул, 89;[55.796787, 37.61219];55.796787;37.61219
127540;г Москва , Дубнинская ул, 12, к.3;[55.865635, 37.57061];55.865635;37.57061
127543;г Москва , Корнейчука ул, 44;[55.896854, 37.632065];55.896854;37.632065
127549;г Москва , Мурановская ул, 3;[55.89057, 37.59478];55.89057;37.59478
127550;г Москва , Дмитровское ш, 17, к.2;[55.820923, 37.572773];55.820923;37.572773
127560;г Москва , Плещеева ул, 3;[55.88664, 37.60808];55.88664;37.60808
127562;г Москва , Алтуфьевское ш, 14;[55.855644, 37.585983];55.855644;37.585983
127566;г Москва , Римского-Корсакова ул, 8;[55.871693, 37.596138];55.871693;37.596138
127572;г Москва , Алтуфьевское ш, 97;[55.903748, 37.58593];55.903748;37.58593
127576;г Москва , Абрамцевская ул, 3;[55.89485, 37.573105];55.89485;37.573105
127591;г Москва , Дубнинская ул, 30, к.1;[55.880604, 37.558723];55.880604;37.558723
127641;г Москва , Санникова ул, 13;[55.862232, 37.59821];55.862232;37.59821
127642;г Москва , Дежнёва пр., 2А;[55.87215, 37.651226];55.87215;37.651226
127644;г Москва , Клязьминская ул, 19;[55.892082, 37.52921];55.892082;37.52921
129003;г Москва , Ярославское ш, 146, к.1;[55.87891, 37.72976];55.87891;37.72976
129063;г Москва , Мира пр-кт, 72;[55.78911, 37.636818];55.78911;37.636818
129075;г Москва , Аргуновская ул, 4;[55.814087, 37.620953];55.814087;37.620953
129085;г Москва , Мира пр-кт, 97;[55.809074, 37.63636];55.809074;37.63636
129090;г Москва , Гиляровского ул, 1, стр.1;[55.773808, 37.63026];55.773808;37.63026
129110;г Москва , Мира пр-кт, 51, стр.1;[55.784447, 37.634426];55.784447;37.634426
129128;г Москва , Бажова ул, 16;[55.834503, 37.66224];55.834503;37.66224
129164;г Москва , Мира пр-кт, 124, к.4;[55.815815, 37.63958];55.815815;37.63958
129223;г Москва , Мира пр-кт, 119, стр.228;[55.828728, 37.633644];55.828728;37.633644
129226;г Москва , Мира пр-кт, 135;[55.83342, 37.652786];55.83342;37.652786
129272;г Москва , Сущёвский Вал ул, 62;[55.7923, 37.62521];55.7923;37.62521
129281;г Москва , Лётчика Бабушкина ул, 38, к.2;[55.87248, 37.67958];55.87248;37.67958
129301;г Москва , Бориса Галушкина ул, 17;[55.823643, 37.65861];55.823643;37.65861
129323;г Москва , Седова ул, 7, к.1;[55.8515, 37.640778];55.8515;37.640778
129327;г Москва , Менжинского ул, 5;[55.86616, 37.678864];55.86616;37.678864
129329;г Москва , Ивовая ул, 7;[55.859962, 37.644226];55.859962;37.644226
129336;г Москва , Малыгина ул, 6;[55.882767, 37.69655];55.882767;37.69655
129337;г Москва , Ярославское ш, 55;[55.862095, 37.69176];55.862095;37.69176
129338;г Москва , Вешних Вод ул, 2, к.3;[55.856533, 37.69869];55.856533;37.69869
129343;г Москва , Амундсена ул, 1, к.1;[55.84995, 37.658424];55.84995;37.658424
129344;г Москва , Лётчика Бабушкина ул, 7;[55.859226, 37.673004];55.859226;37.673004
129345;г Москва , Тайнинская ул, 24;[55.884014, 37.68713];55.884014;37.68713
129346;г Москва , Минусинская ул, 16;[55.875492, 37.69137];55.875492;37.69137
129347;г Москва , Лосевская ул, 22;[55.877518, 37.71642];55.877518;37.71642
129366;г Москва , Мира пр-кт, 182;[55.825573, 37.64739];55.825573;37.64739
129515;г Москва , Академика Королева ул, 9, к.1;[55.82091, 37.623928];55.82091;37.623928
129594;г Москва , Марьиной Рощи 2-Я ул, 22;[55.799713, 37.620106];55.799713;37.620106
129626;г Москва , Новоалексеевская ул, 13;[55.81035, 37.647392];55.81035;37.647392
